SOLUTION_MASTER_SPECIES
#element	master species	alkalinity	gfw|formula	gfw of element	source
Fe+3 + SO4-2 = Fe(SO4)+
	log_k	4.1
	delta_h	16.359 
	-llnl_gamma	nan
	# source	sit.dat
Fe+3 + 2SO4-2 = Fe(SO4)2-
	log_k	5.4
	delta_h	19.248 
	-llnl_gamma	nan
	# source	sit.dat
Fe+3 + SeO3-2 = Fe(SeO3)+
	log_k	11.15
	-llnl_gamma	nan
	# source	sit.dat
Fe+2 + SeO4-2 = Fe(SeO4)
	log_k	2.71
	delta_h	-12.601 
	-llnl_gamma	nan
	# source	sit.dat
2Fe+3 - 2H+ + 2Cit-3 + 2H2O = Fe2(Cit)2(OH)2-2
	log_k	45.0
	-llnl_gamma	nan
	# source	sit.dat
2Fe+3 - 2H+ + 2Edta-4 + 2H2O = Fe2(OH)2(Edta)2-4
	log_k	68.0
	-llnl_gamma	nan
	# source	sit.dat
2Fe+3 - 2H+ + 2H2O = Fe2(OH)2+4
	log_k	-2.95
	delta_h	56.484 
	-llnl_gamma	nan
	# source	sit.dat
3Fe+3 - 4H+ + 4H2O = Fe3(OH)4+5
	log_k	-6.3
	delta_h	59.831 
	-llnl_gamma	nan
	# source	sit.dat
Fe+3 + Br- = FeBr+2
	log_k	0.7
	-llnl_gamma	nan
	# source	sit.dat
Fe+3 + 2Br- = FeBr2+
	log_k	0.9
	-llnl_gamma	nan
	# source	sit.dat
Fe+3 - H+ + CO3-2 + H2O = FeCO3OH
	log_k	10.76
	-llnl_gamma	nan
	# source	sit.dat
Fe+2 - H+ + CO3-2 + H2O = FeCO3OH-
	log_k	-4.03
	-llnl_gamma	nan
	# source	sit.dat
Fe+2 + Cl- = FeCl+
	log_k	0.14
	delta_h	-0.078 
	-llnl_gamma	nan
	# source	sit.dat
Fe+3 + Cl- = FeCl+2
	log_k	1.4
	-llnl_gamma	nan
	# source	sit.dat
Fe+2 + 2Cl- = FeCl2
	log_k	-0.52
	-llnl_gamma	nan
	# source	sit.dat
Fe+3 + 2Cl- = FeCl2+
	log_k	2.1
	-llnl_gamma	nan
	# source	sit.dat
Fe+3 + 3Cl- = FeCl3
	log_k	1.13
	-llnl_gamma	nan
	# source	sit.dat
Fe+2 + 3Cl- = FeCl3-
	log_k	1.02
	-llnl_gamma	nan
	# source	sit.dat
Fe+3 + 4Cl- = FeCl4-
	log_k	-0.79
	-llnl_gamma	nan
	# source	sit.dat
Fe+3 + CrO4-2 = FeCrO4+
	log_k	7.8
	delta_h	19.100 
	-llnl_gamma	nan
	# source	sit.dat
Fe+2 + F- = FeF+
	log_k	1.0
	-llnl_gamma	nan
	# source	sit.dat
Fe+3 + F- = FeF+2
	log_k	6.13
	delta_h	11.297 
	-llnl_gamma	nan
	# source	sit.dat
Fe+3 + 2F- = FeF2+
	log_k	10.8
	delta_h	19.665 
	-llnl_gamma	nan
	# source	sit.dat
Fe+3 + 3F- = FeF3
	log_k	14.0
	delta_h	22.595 
	-llnl_gamma	nan
	# source	sit.dat
Fe+3 + 2H+ + Pyrophos-4 = FeH2Pyrophos+
	log_k	26.0
	-llnl_gamma	nan
	# source	sit.dat
Fe+2 + H+ + CO3-2 = FeHCO3+
	log_k	11.77
	-llnl_gamma	nan
	# source	sit.dat
Fe+3 + H+ + SO4-2 = FeHSO4+2
	log_k	4.47
	-llnl_gamma	nan
	# source	sit.dat
Fe+3 + I- = FeI+2
	log_k	2.1
	-llnl_gamma	nan
	# source	sit.dat
Fe+3 + S2O3-2 = FeS2O3+
	log_k	3.9
	-llnl_gamma	nan
	# source	sit.dat
Fe+3 + Scn- = FeScn+2
	log_k	3.1
	-llnl_gamma	nan
	# source	sit.dat
H+ + Adipate-2 = H(Adipate)-
	log_k	5.45
	-llnl_gamma	nan
	# source	sit.dat
- 2H+ + H3(AsO3) = H(AsO3)-2
	log_k	-23.62
	-llnl_gamma	nan
	# source	sit.dat
H+ + AsO4-3 = H(AsO4)-2
	log_k	11.6
	delta_h	-18.200 
	-llnl_gamma	nan
	# source	sit.dat
H+ + Cit-3 = H(Cit)-2
	log_k	6.36
	delta_h	3.300 
	-llnl_gamma	nan
	# source	sit.dat
H+ + Edta-4 = H(Edta)-3
	log_k	11.24
	delta_h	-19.800 
	-llnl_gamma	nan
	# source	sit.dat
H+ + Malonate-2 = H(Malonate)-
	log_k	5.71
	-llnl_gamma	nan
	# source	sit.dat
H+ + Nta-3 = H(Nta)-2
	log_k	10.28
	-llnl_gamma	nan
	# source	sit.dat
H+ + Ox-2 = H(Ox)-
	log_k	4.25
	delta_h	7.300 
	-llnl_gamma	nan
	# source	sit.dat
H+ + Pyrophos-4 = H(Pyrophos)-3
	log_k	9.4
	-llnl_gamma	nan
	# source	sit.dat
H+ + S2O3-2 = H(S2O3)-
	log_k	1.72
	delta_h	8.253 
	-llnl_gamma	nan
	# source	sit.dat
H+ + SO3-2 = H(SO3)-
	log_k	7.17
	delta_h	3.668 
	-llnl_gamma	nan
	# source	sit.dat
H+ + SO4-2 = H(SO4)-
	log_k	1.98
	delta_h	22.440 
	-llnl_gamma	nan
	# source	sit.dat
H+ + SeO3-2 = H(SeO3)-
	log_k	8.36
	delta_h	-5.170 
	-llnl_gamma	nan
	# source	sit.dat
H+ + SeO4-2 = H(SeO4)-
	log_k	1.75
	delta_h	20.800 
	-llnl_gamma	nan
	# source	sit.dat
H+ + Suberate-2 = H(Suberate)-
	log_k	5.4
	-llnl_gamma	nan
	# source	sit.dat
H+ + Succinat-2 = H(Succinat)-
	log_k	5.71
	-llnl_gamma	nan
	# source	sit.dat
2H+ + Adipate-2 = H2(Adipate)
	log_k	9.89
	-llnl_gamma	nan
	# source	sit.dat
- H+ + H3(AsO3) = H2(AsO3)-
	log_k	-9.22
	delta_h	27.410 
	-llnl_gamma	nan
	# source	sit.dat
2H+ + AsO4-3 = H2(AsO4)-
	log_k	18.37
	delta_h	-21.420 
	-llnl_gamma	nan
	# source	sit.dat
2H+ + Cit-3 = H2(Cit)-
	log_k	11.14
	delta_h	0.900 
	-llnl_gamma	nan
	# source	sit.dat
2H+ + Edta-4 = H2(Edta)-2
	log_k	18.04
	delta_h	-35.000 
	-llnl_gamma	nan
	# source	sit.dat
2H+ + Malonate-2 = H2(Malonate)
	log_k	8.67
	-llnl_gamma	nan
	# source	sit.dat
2H+ + Nta-3 = H2(Nta)-
	log_k	13.2
	-llnl_gamma	nan
	# source	sit.dat
2H+ + Ox-2 = H2(Ox)
	log_k	5.65
	delta_h	10.600 
	-llnl_gamma	nan
	# source	sit.dat
2H+ + Pyrophos-4 = H2(Pyrophos)-2
	log_k	16.05
	-llnl_gamma	nan
	# source	sit.dat
2H+ + S2O3-2 = H2(S2O3)
	log_k	2.32
	delta_h	22.917 
	-llnl_gamma	nan
	# source	sit.dat
2H+ + SO3-2 = H2(SO3)
	log_k	9.03
	delta_h	21.453 
	-llnl_gamma	nan
	# source	sit.dat
2H+ + SeO3-2 = H2(SeO3)
	log_k	11.0
	delta_h	1.840 
	-llnl_gamma	nan
	# source	sit.dat
- 2H+ + H4(SiO4) = H2(SiO4)-2
	log_k	-23.14
	delta_h	75.000 
	-llnl_gamma	nan
	# source	sit.dat
2H+ + Suberate-2 = H2(Suberate)
	log_k	9.92
	-llnl_gamma	nan
	# source	sit.dat
2H+ + Succinat-2 = H2(Succinat)
	log_k	9.95
	-llnl_gamma	nan
	# source	sit.dat
2H+ + CrO4-2 = H2CrO4
	log_k	6.32
	delta_h	39.596 
	-llnl_gamma	nan
	# source	sit.dat
2H+ + H2(PO4)- + CrO4-2 - H2O = H2CrPO7-
	log_k	9.02
	delta_h	-51.490 
	-llnl_gamma	nan
	# source	sit.dat
H+ + HGlu- = H2Glu
	log_k	3.9
	-llnl_gamma	nan
	# source	sit.dat
H+ + HIsa- = H2Isa
	log_k	4.0
	-llnl_gamma	nan
	# source	sit.dat
2H+ + MoO4-2 = H2MoO4
	log_k	8.15
	-llnl_gamma	nan
	# source	sit.dat
2H+ + Phthalat-2 = H2Phthalat
	log_k	8.32
	-llnl_gamma	nan
	# source	sit.dat
H+ + HS- = H2S
	log_k	6.99
	delta_h	-22.300 
	-llnl_gamma	nan
	# source	sit.dat
2H+ + S2O4-2 = H2S2O4
	log_k	2.8
	delta_h	20.207 
	-llnl_gamma	nan
	# source	sit.dat
H+ + HSe- = H2Se
	log_k	3.85
	-llnl_gamma	nan
	# source	sit.dat
3H+ + AsO4-3 = H3(AsO4)
	log_k	20.63
	delta_h	-14.360 
	-llnl_gamma	nan
	# source	sit.dat
3H+ + Cit-3 = H3(Cit)
	log_k	14.27
	delta_h	-3.600 
	-llnl_gamma	nan
	# source	sit.dat
3H+ + Edta-4 = H3(Edta)-
	log_k	21.19
	delta_h	-27.900 
	-llnl_gamma	nan
	# source	sit.dat
3H+ + Nta-3 = H3(Nta)
	log_k	15.33
	-llnl_gamma	nan
	# source	sit.dat
H+ + H2(PO4)- = H3(PO4)
	log_k	2.14
	delta_h	8.480 
	-llnl_gamma	nan
	# source	sit.dat
3H+ + Pyrophos-4 = H3(Pyrophos)-
	log_k	18.3
	-llnl_gamma	nan
	# source	sit.dat
- H+ + H4(SiO4) = H3(SiO4)-
	log_k	-9.84
	delta_h	29.363 
	-llnl_gamma	nan
	# source	sit.dat
4H+ + Edta-4 = H4(Edta)
	log_k	23.42
	delta_h	-26.000 
	-llnl_gamma	nan
	# source	sit.dat
4H+ + Nta-3 = H4(Nta)+
	log_k	16.13
	-llnl_gamma	nan
	# source	sit.dat
4H+ + Pyrophos-4 = H4(Pyrophos)
	log_k	19.3
	delta_h	6.684 
	-llnl_gamma	nan
	# source	sit.dat
5H+ + Edta-4 = H5(Edta)+
	log_k	24.72
	-llnl_gamma	nan
	# source	sit.dat
6H+ + Edta-4 = H6(Edta)+2
	log_k	24.22
	-llnl_gamma	nan
	# source	sit.dat
H+ + Acetate- = HAcetate
	log_k	4.76
	delta_h	0.250 
	-llnl_gamma	nan
	# source	sit.dat
H+ + 2B(OH)4- - 4H2O = HB2O4-
	log_k	9.17
	-llnl_gamma	nan
	# source	sit.dat
H+ + CO3-2 = HCO3-
	log_k	10.33
	delta_h	-14.700 
	-llnl_gamma	nan
	# source	sit.dat
H+ + Cl- = HCl
	log_k	-0.71
	delta_h	-12.298 
	-llnl_gamma	nan
	# source	sit.dat
H+ + CrO4-2 = HCrO4-
	log_k	6.52
	delta_h	6.016 
	-llnl_gamma	nan
	# source	sit.dat
H+ + H2(PO4)- + CrO4-2 - H2O = HCrPO7-2
	log_k	6.37
	delta_h	-36.390 
	-llnl_gamma	nan
	# source	sit.dat
H+ + MoO4-2 = HMoO4-
	log_k	4.11
	delta_h	58.576 
	-llnl_gamma	nan
	# source	sit.dat
- H+ + H2(PO4)- = HPO4-2
	log_k	-7.21
	delta_h	3.600 
	-llnl_gamma	nan
	# source	sit.dat
H+ + Phthalat-2 = HPhthalat-
	log_k	5.34
	-llnl_gamma	nan
	# source	sit.dat
H+ + S2O4-2 = HS2O4-
	log_k	2.5
	delta_h	3.834 
	-llnl_gamma	nan
	# source	sit.dat
H+ + SO4-2 + 0.500O2 = HSO5-
	log_k	-17.22
	delta_h	139.777 
	-llnl_gamma	nan
	# source	sit.dat
4CO3-2 + Hf+4 = Hf(CO3)4-4
	log_k	42.9
	-llnl_gamma	nan
	# source	sit.dat
2NO3- + Hf+4 = Hf(NO3)2+2
	log_k	2.49
	-llnl_gamma	nan
	# source	sit.dat
- H+ + Hf+4 + H2O = Hf(OH)+3
	log_k	-0.2
	-llnl_gamma	nan
	# source	sit.dat
- 4H+ + Hf+4 + 4H2O = Hf(OH)4
	log_k	-11.2
	-llnl_gamma	nan
	# source	sit.dat
- 5H+ + Hf+4 + 5H2O = Hf(OH)5-
	log_k	-20.3
	-llnl_gamma	nan
	# source	sit.dat
- 6H+ + Hf+4 + 6H2O = Hf(OH)6-2
	log_k	-32.8
	-llnl_gamma	nan
	# source	sit.dat
2SO4-2 + Hf+4 = Hf(SO4)2
	log_k	10.11
	-llnl_gamma	nan
	# source	sit.dat
Br- + Hf+4 = HfBr+3
	log_k	0.38
	-llnl_gamma	nan
	# source	sit.dat
Cl- + Hf+4 = HfCl+3
	log_k	2.2
	-llnl_gamma	nan
	# source	sit.dat
2Cl- + Hf+4 = HfCl2+2
	log_k	2.05
	-llnl_gamma	nan
	# source	sit.dat
F- + Hf+4 = HfF+3
	log_k	9.29
	-llnl_gamma	nan
	# source	sit.dat
2F- + Hf+4 = HfF2+2
	log_k	17.85
	-llnl_gamma	nan
	# source	sit.dat
3F- + Hf+4 = HfF3+
	log_k	25.08
	-llnl_gamma	nan
	# source	sit.dat
4F- + Hf+4 = HfF4
	log_k	31.41
	-llnl_gamma	nan
	# source	sit.dat
I- + Hf+4 = HfI+3
	log_k	0.02
	-llnl_gamma	nan
	# source	sit.dat
NO3- + Hf+4 = HfNO3+3
	log_k	1.85
	-llnl_gamma	nan
	# source	sit.dat
SO4-2 + Hf+4 = HfSO4+2
	log_k	6.06
	-llnl_gamma	nan
	# source	sit.dat
Hg+2 + 2H+ + 2Cn- + 2HSe- - 2H2O + O2 = Hg(SeCn)2
	log_k	134.33
	-llnl_gamma	nan
	# source	sit.dat
Hg+2 + 3H+ + 3Cn- + 3HSe- - 3H2O + 1.500O2 = Hg(SeCn)3-
	log_k	194.85
	-llnl_gamma	nan
	# source	sit.dat
Hg+2 + 4H+ + 4Cn- + 4HSe- - 4H2O + 2O2 = Hg(SeCn)4-2
	log_k	253.37
	-llnl_gamma	nan
	# source	sit.dat
Hg+2 + 2SeO3-2 = Hg(SeO3)2-2
	log_k	14.85
	-llnl_gamma	nan
	# source	sit.dat
Hg+2 - H+ + HSe- = HgSe
	log_k	37.59
	-llnl_gamma	nan
	# source	sit.dat
Hg+2 - 2H+ + 2HSe- = HgSe2-2
	log_k	32.63
	-llnl_gamma	nan
	# source	sit.dat
Ho+3 + CO3-2 = Ho(CO3)+
	log_k	8.0
	delta_h	168.562 
	-llnl_gamma	nan
	# source	sit.dat
Ho+3 + 2CO3-2 = Ho(CO3)2-
	log_k	13.3
	-llnl_gamma	nan
	# source	sit.dat
Ho+3 + 3CO3-2 = Ho(CO3)3-3
	log_k	14.8
	-llnl_gamma	nan
	# source	sit.dat
Ho+3 + H2(PO4)- = Ho(H2PO4)+2
	log_k	2.3
	-llnl_gamma	nan
	# source	sit.dat
H+ + Ho+3 + CO3-2 = Ho(HCO3)+2
	log_k	12.5
	-llnl_gamma	nan
	# source	sit.dat
- H+ + Ho+3 + H2(PO4)- = Ho(HPO4)+
	log_k	-1.41
	-llnl_gamma	nan
	# source	sit.dat
- 2H+ + Ho+3 + 2H2(PO4)- = Ho(HPO4)2-
	log_k	-4.52
	-llnl_gamma	nan
	# source	sit.dat
Ho+3 + NO3- = Ho(NO3)+2
	log_k	0.5
	-llnl_gamma	nan
	# source	sit.dat
- H+ + Ho+3 + H2O = Ho(OH)+2
	log_k	-7.9
	delta_h	79.900 
	-llnl_gamma	nan
	# source	sit.dat
- 2H+ + Ho+3 + 2H2O = Ho(OH)2+
	log_k	-15.7
	delta_h	143.846 
	-llnl_gamma	nan
	# source	sit.dat
- 3H+ + Ho+3 + 3H2O = Ho(OH)3
	log_k	-26.2
	delta_h	226.067 
	-llnl_gamma	nan
	# source	sit.dat
- 4H+ + Ho+3 + 4H2O = Ho(OH)4-
	log_k	-40.7
	delta_h	295.822 
	-llnl_gamma	nan
	# source	sit.dat
- 2H+ + Ho+3 + H2(PO4)- = Ho(PO4)
	log_k	-6.96
	-llnl_gamma	nan
	# source	sit.dat
- 4H+ + Ho+3 + 2H2(PO4)- = Ho(PO4)2-3
	log_k	-17.82
	-llnl_gamma	nan
	# source	sit.dat
Ho+3 + SO4-2 = Ho(SO4)+
	log_k	3.4
	delta_h	15.387 
	-llnl_gamma	nan
	# source	sit.dat
Ho+3 + 2SO4-2 = Ho(SO4)2-
	log_k	4.9
	delta_h	23.670 
	-llnl_gamma	nan
	# source	sit.dat
Ho+3 + Cl- = HoCl+2
	log_k	0.74
	delta_h	22.013 
	-llnl_gamma	nan
	# source	sit.dat
Ho+3 + 2Cl- = HoCl2+
	log_k	-0.29
	delta_h	36.300 
	-llnl_gamma	nan
	# source	sit.dat
Ho+3 + F- = HoF+2
	log_k	4.33
	delta_h	25.761 
	-llnl_gamma	nan
	# source	sit.dat
Ho+3 + 2F- = HoF2+
	log_k	6.52
	delta_h	21.110 
	-llnl_gamma	nan
	# source	sit.dat
- H+ + Ho+3 + H4(SiO4) = HoSiO(OH)3+2
	log_k	-2.62
	-llnl_gamma	nan
	# source	sit.dat
3I- - H2O + 2H+ + 0.500O2 = I3-
	log_k	24.82
	delta_h	-160.886 
	-llnl_gamma	nan
	# source	sit.dat
2Cl- + I- - H2O + 2H+ + 0.500O2 = ICl2-
	log_k	16.19
	-llnl_gamma	nan
	# source	sit.dat
I- + 0.500O2 = IO-
	log_k	-1.01
	-llnl_gamma	nan
	# source	sit.dat
I- + 2O2 = IO4-
	log_k	6.98
	delta_h	-70.413 
	-llnl_gamma	nan
	# source	sit.dat
K+ + Edta-4 = K(Edta)-3
	log_k	1.8
	-llnl_gamma	nan
	# source	sit.dat
K+ + H+ + Nta-3 = K(HNta)-
	log_k	10.3
	-llnl_gamma	nan
	# source	sit.dat
K+ - H+ + H2(PO4)- = K(HPO4)-
	log_k	-6.4
	delta_h	31.589 
	-llnl_gamma	nan
	# source	sit.dat
K+ + IO3- = K(IO3)
	log_k	0.02
	-llnl_gamma	nan
	# source	sit.dat
K+ + Nta-3 = K(Nta)-2
	log_k	1.3
	-llnl_gamma	nan
	# source	sit.dat
K+ + Pyrophos-4 = K(Pyrophos)-3
	log_k	2.1
	delta_h	7.113 
	-llnl_gamma	nan
	# source	sit.dat
K+ + Al+3 - 4H+ + 4H2O = KAl(OH)4
	log_k	-24.22
	delta_h	211.675 
	-llnl_gamma	nan
	# source	sit.dat
K+ + H2(PO4)- = KH2PO4
	log_k	0.44
	-llnl_gamma	nan
	# source	sit.dat
K+ + I- = KI
	log_k	-1.57
	delta_h	9.011 
	-llnl_gamma	nan
	# source	sit.dat
K+ - 2H+ + H2(PO4)- = KPO4-2
	log_k	-18.26
	-llnl_gamma	nan
	# source	sit.dat
Mg+2 + CO3-2 = Mg(CO3)
	log_k	2.98
	delta_h	8.804 
	-llnl_gamma	nan
	# source	sit.dat
Mg+2 + Cit-3 = Mg(Cit)-
	log_k	4.81
	-llnl_gamma	nan
	# source	sit.dat
Mg+2 + Edta-4 = Mg(Edta)-2
	log_k	10.9
	delta_h	19.800 
	-llnl_gamma	nan
	# source	sit.dat
Mg+2 + 2H+ + Cit-3 = Mg(H2Cit)+
	log_k	12.45
	-llnl_gamma	nan
	# source	sit.dat
Mg+2 + H2(PO4)- = Mg(H2PO4)+
	log_k	1.17
	delta_h	13.514 
	-llnl_gamma	nan
	# source	sit.dat
Mg+2 - H+ + H4(SiO4) = Mg(H3SiO4)+
	log_k	-8.58
	delta_h	27.114 
	-llnl_gamma	nan
	# source	sit.dat
Mg+2 + H+ + CO3-2 = Mg(HCO3)+
	log_k	11.37
	delta_h	-12.859 
	-llnl_gamma	nan
	# source	sit.dat
Mg+2 + H+ + Cit-3 = Mg(HCit)
	log_k	8.96
	-llnl_gamma	nan
	# source	sit.dat
Mg+2 + H+ + Edta-4 = Mg(HEdta)-
	log_k	15.4
	-llnl_gamma	nan
	# source	sit.dat
Mg+2 + H+ + Malonate-2 = Mg(HMalonate)+
	log_k	7.05
	-llnl_gamma	nan
	# source	sit.dat
Mg+2 - H+ + H2(PO4)- = Mg(HPO4)
	log_k	-4.3
	delta_h	16.152 
	-llnl_gamma	nan
	# source	sit.dat
Mg+2 + H+ + Succinat-2 = Mg(HSuccinat)+
	log_k	6.72
	-llnl_gamma	nan
	# source	sit.dat
Mg+2 + IO3- = Mg(IO3)+
	log_k	0.7
	-llnl_gamma	nan
	# source	sit.dat
Mg+2 + Malonate-2 = Mg(Malonate)
	log_k	2.86
	-llnl_gamma	nan
	# source	sit.dat
Mg+2 + NH3 = Mg(NH3)+2
	log_k	0.1
	-llnl_gamma	nan
	# source	sit.dat
Mg+2 + 3NH3 = Mg(NH3)3+2
	log_k	-0.3
	-llnl_gamma	nan
	# source	sit.dat
Mg+2 + 4NH3 = Mg(NH3)4+2
	log_k	-1.0
	-llnl_gamma	nan
	# source	sit.dat
Mg+2 + Nta-3 = Mg(Nta)-
	log_k	6.79
	-llnl_gamma	nan
	# source	sit.dat
Mg+2 - H+ + H2O = Mg(OH)+
	log_k	-11.68
	delta_h	62.835 
	-llnl_gamma	nan
	# source	sit.dat
Mg+2 + Ox-2 = Mg(Ox)
	log_k	3.56
	-llnl_gamma	nan
	# source	sit.dat
Mg+2 + 2Ox-2 = Mg(Ox)2-2
	log_k	5.17
	-llnl_gamma	nan
	# source	sit.dat
Mg+2 - 2H+ + H2(PO4)- = Mg(PO4)-
	log_k	-14.71
	delta_h	31.170 
	-llnl_gamma	nan
	# source	sit.dat
Mg+2 + Pyrophos-4 = Mg(Pyrophos)-2
	log_k	7.2
	delta_h	12.542 
	-llnl_gamma	nan
	# source	sit.dat
Mg+2 + S2O3-2 = Mg(S2O3)
	log_k	1.82
	-llnl_gamma	nan
	# source	sit.dat
Mg+2 + SO4-2 = Mg(SO4)
	log_k	2.23
	delta_h	5.858 
	-llnl_gamma	nan
	# source	sit.dat
Mg+2 + SeO4-2 = Mg(SeO4)
	log_k	2.2
	delta_h	-6.614 
	-llnl_gamma	nan
	# source	sit.dat
Mg+2 + Succinat-2 = Mg(Succinat)
	log_k	2.27
	-llnl_gamma	nan
	# source	sit.dat
4Mg+2 - 4H+ + 4H2O = Mg4(OH)4+4
	log_k	-39.75
	delta_h	229.186 
	-llnl_gamma	nan
	# source	sit.dat
Mg+2 + B(OH)4- = MgB(OH)4+
	log_k	1.6
	-llnl_gamma	nan
	# source	sit.dat
Mg+2 + Br- = MgBr+
	log_k	-0.14
	-llnl_gamma	nan
	# source	sit.dat
Mg+2 + Cl- = MgCl+
	log_k	0.35
	delta_h	-1.729 
	-llnl_gamma	nan
	# source	sit.dat
Mg+2 + F- = MgF+
	log_k	1.8
	delta_h	13.389 
	-llnl_gamma	nan
	# source	sit.dat
Mg+2 + I- = MgI+
	log_k	0.18
	-llnl_gamma	nan
	# source	sit.dat
Mg+2 + 2I- = MgI2
	log_k	0.03
	-llnl_gamma	nan
	# source	sit.dat
Mn+2 + CO3-2 = Mn(CO3)
	log_k	6.5
	-llnl_gamma	nan
	# source	sit.dat
Mn+2 + H+ + CO3-2 = Mn(HCO3)+
	log_k	11.61
	-llnl_gamma	nan
	# source	sit.dat
Mn+2 - H+ + H2(PO4)- = Mn(HPO4)
	log_k	-3.26
	-llnl_gamma	nan
	# source	sit.dat
Mn+2 - 2H+ + 2H2(PO4)- = Mn(HPO4)2-2
	log_k	-9.12
	-llnl_gamma	nan
	# source	sit.dat
Mn+2 + IO3- = Mn(IO3)+
	log_k	0.84
	-llnl_gamma	nan
	# source	sit.dat
Mn+2 + 2IO3- = Mn(IO3)2
	log_k	0.13
	-llnl_gamma	nan
	# source	sit.dat
Mn+2 + NH3 = Mn(NH3)+2
	log_k	0.7
	-llnl_gamma	nan
	# source	sit.dat
Mn+2 + 2NH3 = Mn(NH3)2+2
	log_k	1.2
	-llnl_gamma	nan
	# source	sit.dat
Mn+2 + NO3- = Mn(NO3)+
	log_k	0.16
	-llnl_gamma	nan
	# source	sit.dat
Mn+2 + 2NO3- = Mn(NO3)2
	log_k	0.5
	-llnl_gamma	nan
	# source	sit.dat
Mn+2 - H+ + H2O = Mn(OH)+
	log_k	-10.59
	-llnl_gamma	nan
	# source	sit.dat
Mn+2 - 2H+ + 2H2O = Mn(OH)2
	log_k	-22.2
	-llnl_gamma	nan
	# source	sit.dat
Mn+2 - 3H+ + 3H2O = Mn(OH)3-
	log_k	-34.8
	-llnl_gamma	nan
	# source	sit.dat
Mn+2 - 4H+ + 4H2O = Mn(OH)4-2
	log_k	-48.3
	-llnl_gamma	nan
	# source	sit.dat
Mn+2 + Pyrophos-4 = Mn(Pyrophos)-2
	log_k	6.0
	-llnl_gamma	nan
	# source	sit.dat
Mn+2 + S2O3-2 = Mn(S2O3)
	log_k	1.9
	-llnl_gamma	nan
	# source	sit.dat
Mn+2 + SO4-2 = Mn(SO4)
	log_k	2.25
	delta_h	14.100 
	-llnl_gamma	nan
	# source	sit.dat
Mn+2 + Scn- = Mn(Scn)+
	log_k	1.4
	-llnl_gamma	nan
	# source	sit.dat
Mn+2 + SeO4-2 = Mn(SeO4)
	log_k	2.43
	delta_h	-1.282 
	-llnl_gamma	nan
	# source	sit.dat
Mn+2 - 0.500H2O + H+ + 0.250O2 = Mn+3
	log_k	-4.015
	-llnl_gamma	nan
	# source	sit.dat
2Mn+2 - H+ + H2O = Mn2(OH)+3
	log_k	-10.1
	-llnl_gamma	nan
	# source	sit.dat
2Mn+2 - 3H+ + 3H2O = Mn2(OH)3+
	log_k	-24.9
	-llnl_gamma	nan
	# source	sit.dat
Mn+2 + Br- = MnBr+
	log_k	0.13
	-llnl_gamma	nan
	# source	sit.dat
Mn+2 + Cl- = MnCl+
	log_k	0.3
	delta_h	18.466 
	-llnl_gamma	nan
	# source	sit.dat
Mn+2 + 2Cl- = MnCl2
	log_k	0.25
	-llnl_gamma	nan
	# source	sit.dat
Mn+2 + 3Cl- = MnCl3-
	log_k	-0.31
	-llnl_gamma	nan
	# source	sit.dat
Mn+2 + F- = MnF+
	log_k	0.85
	-llnl_gamma	nan
	# source	sit.dat
Mn+2 + 2F- = MnF2
	log_k	9.04
	-llnl_gamma	nan
	# source	sit.dat
Mn+2 + 3F- = MnF3-
	log_k	11.64
	-llnl_gamma	nan
	# source	sit.dat
Mn+2 + 4F- = MnF4-2
	log_k	13.4
	-llnl_gamma	nan
	# source	sit.dat
Mn+2 + 5F- = MnF5-3
	log_k	14.7
	-llnl_gamma	nan
	# source	sit.dat
Mn+2 + 6F- = MnF6-4
	log_k	15.5
	-llnl_gamma	nan
	# source	sit.dat
Mn+2 + I- = MnI+
	log_k	0.23
	-llnl_gamma	nan
	# source	sit.dat
Mn+2 - 3H+ + 1.500H2O + 1.250O2 = MnO4-
	log_k	-20.305
	delta_h	123.253 
	-llnl_gamma	nan
	# source	sit.dat
Mn+2 - 4H+ + 2H2O + O2 = MnO4-2
	log_k	-32.42
	delta_h	151.840 
	-llnl_gamma	nan
	# source	sit.dat
Mn+2 - 5H+ + 2.500H2O + 0.750O2 = MnO4-3
	log_k	-48.515
	-llnl_gamma	nan
	# source	sit.dat
5H+ + MoO4-2 - 2.500H2O - 0.750O2 = Mo+3
	log_k	-42.725
	-llnl_gamma	nan
	# source	sit.dat
34H+ + 19MoO4-2 - 17H2O = Mo19O59-4
	log_k	196.3
	-llnl_gamma	nan
	# source	sit.dat
5H+ + 2MoO4-2 - 2H2O = Mo2O5(OH)+
	log_k	19.0
	-llnl_gamma	nan
	# source	sit.dat
1H+ + 7MoO4-2 - 4H2O = Mo7O21(OH)3-3
	log_k	66.48
	delta_h	-222.589 
	-llnl_gamma	nan
	# source	sit.dat
10H+ + 7MoO4-2 - 4H2O = Mo7O22(OH)2-4
	log_k	62.71
	delta_h	-220.079 
	-llnl_gamma	nan
	# source	sit.dat
9H+ + 7MoO4-2 - 4H2O = Mo7O23(OH)-5
	log_k	57.21
	delta_h	-223.426 
	-llnl_gamma	nan
	# source	sit.dat
8H+ + 7MoO4-2 - 4H2O = Mo7O24-6
	log_k	50.35
	delta_h	-234.304 
	-llnl_gamma	nan
	# source	sit.dat
H+ + NH3 = NH4+
	log_k	9.23
	-llnl_gamma	nan
	# source	sit.dat
